iter	Accuracy	Logloss
883	0.8957782124	0.261765285
884	0.8956631773	0.2616199081
885	0.8954331071	0.2614305591
886	0.8960082825	0.2613306976
887	0.8960082825	0.2612995829
888	0.8961233176	0.2612200952
889	0.8963533878	0.2611570831
890	0.896583458	0.2610292778
891	0.8968135281	0.2609245684
892	0.8968135281	0.2608540828
893	0.896583458	0.2607892434
894	0.8970435983	0.260713898
895	0.8964684229	0.2606382418
896	0.8968135281	0.2604985043
897	0.8969285632	0.2604442615
898	0.8969285632	0.2604203206
899	0.8971586334	0.2603423397
900	0.8972736685	0.2602834185
901	0.8973887036	0.2602402691
902	0.8972736685	0.2601344346
903	0.8976187737	0.2600544045
904	0.8973887036	0.2599796244
905	0.8977338088	0.2598549133
906	0.8978488439	0.2597392522
907	0.897963879	0.2596519964
908	0.8983089842	0.2595265125
909	0.8983089842	0.2594721524
910	0.8981939492	0.259345839
911	0.8983089842	0.2592567858
912	0.8984240193	0.2592013302
913	0.8983089842	0.2590312828
914	0.8985390544	0.2589349211
915	0.8983089842	0.2588643528
916	0.8985390544	0.2587099502
917	0.8984240193	0.258596475
918	0.8986540895	0.2585628213
919	0.8987691246	0.2585490092
920	0.8987691246	0.2584550891
921	0.8988841597	0.2583234287
922	0.8988841597	0.2582673887
923	0.8991142298	0.2581014605
924	0.8994593351	0.258058392
925	0.8992292649	0.2579956614
926	0.8993443	0.2578832779
927	0.8996894053	0.2578176264
928	0.9001495456	0.2577325332
929	0.9002645807	0.2576414204
930	0.9002645807	0.2575973569
931	0.8999194754	0.2575612553
932	0.8996894053	0.2574870791
933	0.8994593351	0.2573843926
934	0.8995743702	0.2572573396
935	0.8995743702	0.257199879
936	0.8996894053	0.2571606032
937	0.8996894053	0.2571446949
938	0.8995743702	0.2570454375
939	0.8995743702	0.2569398364
940	0.8998044404	0.2568836658
941	0.8996894053	0.2568387634
942	0.8994593351	0.2567366627
943	0.8994593351	0.2566864383
944	0.8994593351	0.256554239
945	0.8998044404	0.2564749026
946	0.8996894053	0.2564300641
947	0.8996894053	0.2563009407
948	0.8998044404	0.2562601914
949	0.8998044404	0.2561563568
950	0.9000345105	0.2561357836
951	0.8999194754	0.2561000272
952	0.9000345105	0.2560726562
953	0.8998044404	0.2560253535
954	0.8999194754	0.2558697619
955	0.9001495456	0.2557033531
956	0.9003796158	0.2556897742
957	0.9001495456	0.2556203089
958	0.9004946509	0.2554640123
959	0.9003796158	0.2553945864
960	0.9008397561	0.2552773962
961	0.900609686	0.2552446948
962	0.900724721	0.2551822692
963	0.900724721	0.2550974166
964	0.900724721	0.2550507632
965	0.900724721	0.2549817159
966	0.900724721	0.2548932111
967	0.9008397561	0.2548337185
968	0.9008397561	0.2547713497
969	0.9009547912	0.2547211277
970	0.9009547912	0.2545737442
971	0.9011848614	0.2544833766
972	0.9012998965	0.2543815107
973	0.9012998965	0.2543071903
974	0.9011848614	0.2541943898
975	0.9011848614	0.2541733888
976	0.9011848614	0.2540737712
977	0.9010698263	0.2540331072
978	0.9011848614	0.2539665871
979	0.9010698263	0.2539233338
980	0.9015299666	0.2538548803
981	0.9009547912	0.2537090208
982	0.9008397561	0.2536144175
983	0.9008397561	0.2535364588
984	0.9012998965	0.2533581595
985	0.9011848614	0.2532468634
986	0.9012998965	0.2530897016
987	0.9012998965	0.2530656217
988	0.9014149316	0.2529790151
989	0.9012998965	0.2528639198
990	0.9014149316	0.2527685686
991	0.9014149316	0.2526321217
992	0.9014149316	0.2525686229
993	0.9011848614	0.2525183573
994	0.9014149316	0.2524251877
995	0.9014149316	0.2523054494
996	0.9018750719	0.2521831741
997	0.9022201772	0.2521336275
998	0.9023352122	0.2520212186
999	0.9023352122	0.2519507269
